,NETWORKNAME,CONVNAME,BATCHSIZE,INPUT_CHANNEL,INPUT_SIZE,OUTPUT_CHANNEL,KERNEL_SIZE,STRIDE,PADDING,OUTPUT_SIZE,256x64_TILE_NUMS,256x96_TILE_NUMS,192x64_TILE_NUMS,384x64_TILE_NUMS,256x64_FAKE_AP_USAGE,256x64_REAL_AP_USAGE,256x96_FAKE_AP_USAGE,256x96_REAL_AP_USAGE,192x64_FAKE_AP_USAGE,192x64_REAL_AP_USAGE,384x64_FAKE_AP_USAGE,384x64_REAL_AP_USAGE
95,resnet50,Conv2d-43_back_weights,256,128,14x14,1024,14x14,"(1, 1)","(1, 1)",1x1,"(1, 16)","(1, 11)","(2, 16)","(1, 16)",0.07407407407407407,0.07407407407407407,0.05092592592592592,0.049382716049382706,0.14814814814814814,0.09876543209876543,0.07407407407407407,0.04938271604938271
96,resnet50,Conv2d-44_back_weights,1024,128,14x14,512,14x14,"(1, 1)","(1, 1)",1x1,"(4, 8)","(4, 6)","(6, 8)","(3, 8)",0.14814814814814814,0.14814814814814814,0.1111111111111111,0.09876543209876543,0.2222222222222222,0.19753086419753085,0.1111111111111111,0.09876543209876543
97,resnet50,Conv2d-45_back_weights,512,128,14x14,512,7x7,"(1, 1)","(1, 1)",3x3,"(18, 8)","(18, 6)","(24, 8)","(12, 8)",0.6666666666666666,0.6666666666666666,0.5,0.4444444444444444,0.8888888888888888,0.8888888888888888,0.4444444444444444,0.4444444444444444
98,resnet50,Conv2d-46_back_weights,512,128,7x7,2048,7x7,"(1, 1)","(1, 1)",1x1,"(2, 32)","(2, 22)","(3, 32)","(2, 32)",0.2962962962962963,0.2962962962962963,0.2037037037037037,0.19753086419753083,0.4444444444444444,0.3950617283950617,0.2962962962962963,0.19753086419753085
99,resnet50,Conv2d-47_back_weights,1024,128,14x14,2048,7x7,"(1, 1)","(1, 1)",1x1,"(4, 32)","(4, 22)","(6, 32)","(3, 32)",0.5925925925925926,0.5925925925925926,0.4074074074074074,0.39506172839506165,0.8888888888888888,0.7901234567901234,0.4444444444444444,0.3950617283950617
100,resnet50,Conv2d-48_back_weights,2048,128,7x7,512,7x7,"(1, 1)","(1, 1)",1x1,"(8, 8)","(8, 6)","(11, 8)","(6, 8)",0.2962962962962963,0.2962962962962963,0.2222222222222222,0.19753086419753085,0.4074074074074074,0.39506172839506165,0.2222222222222222,0.19753086419753085
101,resnet50,Conv2d-49_back_weights,512,128,7x7,512,7x7,"(1, 1)","(1, 1)",3x3,"(18, 8)","(18, 6)","(24, 8)","(12, 8)",0.6666666666666666,0.6666666666666666,0.5,0.4444444444444444,0.8888888888888888,0.8888888888888888,0.4444444444444444,0.4444444444444444
102,resnet50,Conv2d-50_back_weights,512,128,7x7,2048,7x7,"(1, 1)","(1, 1)",1x1,"(2, 32)","(2, 22)","(3, 32)","(2, 32)",0.2962962962962963,0.2962962962962963,0.2037037037037037,0.19753086419753083,0.4444444444444444,0.3950617283950617,0.2962962962962963,0.19753086419753085
103,resnet50,Conv2d-51_back_weights,2048,128,7x7,512,7x7,"(1, 1)","(1, 1)",1x1,"(8, 8)","(8, 6)","(11, 8)","(6, 8)",0.2962962962962963,0.2962962962962963,0.2222222222222222,0.19753086419753085,0.4074074074074074,0.39506172839506165,0.2222222222222222,0.19753086419753085
104,resnet50,Conv2d-52_back_weights,512,128,7x7,512,7x7,"(1, 1)","(1, 1)",3x3,"(18, 8)","(18, 6)","(24, 8)","(12, 8)",0.6666666666666666,0.6666666666666666,0.5,0.4444444444444444,0.8888888888888888,0.8888888888888888,0.4444444444444444,0.4444444444444444
105,resnet50,Conv2d-53_back_weights,512,128,7x7,2048,7x7,"(1, 1)","(1, 1)",1x1,"(2, 32)","(2, 22)","(3, 32)","(2, 32)",0.2962962962962963,0.2962962962962963,0.2037037037037037,0.19753086419753083,0.4444444444444444,0.3950617283950617,0.2962962962962963,0.19753086419753085
